input_number	input	input_ensg	ensg_number	ortholog_name	ortholog_ensg	description
24242	Srd5a1	ENSMUSG00000021594	24242.1.1	SRD5A1	ENSG00000145545	steroid 5 alpha-reductase 1 [Source:HGNC Symbol;Acc:HGNC:11284]
24243	Srd5a2	ENSMUSG00000038541	24243.1.1	SRD5A2	ENSG00000277893	steroid 5 alpha-reductase 2 [Source:HGNC Symbol;Acc:HGNC:11285]
24244	Srd5a3	ENSMUSG00000029233	24244.1.1	SRD5A3	ENSG00000128039	steroid 5 alpha-reductase 3 [Source:HGNC Symbol;Acc:HGNC:25812]
24245	Srebf1	ENSMUSG00000020538	24245.1.1	SREBF1	ENSG00000072310	sterol regulatory element binding transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:11289]
24246	Srebf2	ENSMUSG00000022463	24246.1.1	SREBF2	ENSG00000198911	sterol regulatory element binding transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:11290]
24248	Srek1ip1	ENSMUSG00000021716	24248.1.1	SREK1IP1	ENSG00000153006	SREK1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:26716]
24249	Srf	ENSMUSG00000015605	24249.1.1	SRF	ENSG00000112658	serum response factor [Source:HGNC Symbol;Acc:HGNC:11291]
24250	Srfbp1	ENSMUSG00000024528	24250.1.1	SRFBP1	ENSG00000151304	serum response factor binding protein 1 [Source:HGNC Symbol;Acc:HGNC:26333]
24251	Srgap1	ENSMUSG00000020121	24251.1.1	SRGAP1	ENSG00000196935	SLIT-ROBO Rho GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:17382]
24252	Srgap2	ENSMUSG00000026425	24252.1.1	SRGAP2	ENSG00000266028	SLIT-ROBO Rho GTPase activating protein 2 [Source:HGNC Symbol;Acc:HGNC:19751]
24253	Srgap3	ENSMUSG00000030257	24253.1.1	SRGAP3	ENSG00000196220	SLIT-ROBO Rho GTPase activating protein 3 [Source:HGNC Symbol;Acc:HGNC:19744]
24254	Srgn	ENSMUSG00000020077	24254.1.1	SRGN	ENSG00000122862	serglycin [Source:HGNC Symbol;Acc:HGNC:9361]
24255	Sri	ENSMUSG00000003161	24255.1.1	SRI	ENSG00000075142	sorcin [Source:HGNC Symbol;Acc:HGNC:11292]
24256	Srl	ENSMUSG00000022519	24256.1.1	SRL	ENSG00000185739	sarcalumenin [Source:HGNC Symbol;Acc:HGNC:11295]
24257	Srm	ENSMUSG00000006442	24257.1.1	SRM	ENSG00000116649	spermidine synthase [Source:HGNC Symbol;Acc:HGNC:11296]
24259	Srp14	ENSMUSG00000009549	24259.1.1	SRP14	ENSG00000140319	signal recognition particle 14 [Source:HGNC Symbol;Acc:HGNC:11299]
24260	Srp19	ENSMUSG00000014504	24260.1.1	SRP19	ENSG00000153037	signal recognition particle 19 [Source:HGNC Symbol;Acc:HGNC:11300]
24264	Srp68	ENSMUSG00000020780	24264.1.1	SRP68	ENSG00000167881	signal recognition particle 68 [Source:HGNC Symbol;Acc:HGNC:11302]
24265	Srp72	ENSMUSG00000036323	24265.1.1	SRP72	ENSG00000174780	signal recognition particle 72 [Source:HGNC Symbol;Acc:HGNC:11303]
24266	Srp9	ENSMUSG00000026511	24266.1.1	SRP9	ENSG00000143742	signal recognition particle 9 [Source:HGNC Symbol;Acc:HGNC:11304]
24267	Srpk1	ENSMUSG00000004865	24267.1.1	SRPK1	ENSG00000096063	SRSF protein kinase 1 [Source:HGNC Symbol;Acc:HGNC:11305]
24268	Srpk2	ENSMUSG00000062604	24268.1.1	SRPK2	ENSG00000135250	SRSF protein kinase 2 [Source:HGNC Symbol;Acc:HGNC:11306]
24269	Srpk3	ENSMUSG00000002007	24269.1.1	SRPK3	ENSG00000184343	SRSF protein kinase 3 [Source:HGNC Symbol;Acc:HGNC:11402]
24270	Srpr	ENSMUSG00000032042	24270.1.1	SRPRA	ENSG00000182934	SRP receptor subunit alpha [Source:HGNC Symbol;Acc:HGNC:11307]
24271	Srprb	ENSMUSG00000032553	24271.1.1	SRPRB	ENSG00000144867	SRP receptor subunit beta [Source:HGNC Symbol;Acc:HGNC:24085]
24272	Srpx	ENSMUSG00000090084	24272.1.1	SRPX	ENSG00000101955	sushi repeat containing protein X-linked [Source:HGNC Symbol;Acc:HGNC:11309]
24273	Srpx2	ENSMUSG00000031253	24273.1.1	SRPX2	ENSG00000102359	sushi repeat containing protein X-linked 2 [Source:HGNC Symbol;Acc:HGNC:30668]
24274	Srr	ENSMUSG00000001323	24274.1.1	SRR	ENSG00000167720	serine racemase [Source:HGNC Symbol;Acc:HGNC:14398]
24275	Srrd	ENSMUSG00000029346	24275.1.1	SRRD	ENSG00000100104	SRR1 domain containing [Source:HGNC Symbol;Acc:HGNC:33910]
24276	Srrm1	ENSMUSG00000028809	24276.1.1	SRRM1	ENSG00000133226	serine and arginine repetitive matrix 1 [Source:HGNC Symbol;Acc:HGNC:16638]
24277	Srrm2	ENSMUSG00000039218	24277.1.1	SRRM2	ENSG00000167978	serine/arginine repetitive matrix 2 [Source:HGNC Symbol;Acc:HGNC:16639]
24278	Srrm3	ENSMUSG00000039860	24278.1.1	SRRM3	ENSG00000177679	serine/arginine repetitive matrix 3 [Source:HGNC Symbol;Acc:HGNC:26729]
24279	Srrm4	ENSMUSG00000063919	24279.1.1	SRRM4	ENSG00000139767	serine/arginine repetitive matrix 4 [Source:HGNC Symbol;Acc:HGNC:29389]
24281	Srrt	ENSMUSG00000037364	24281.1.1	SRRT	ENSG00000087087	serrate, RNA effector molecule [Source:HGNC Symbol;Acc:HGNC:24101]
24282	Srsf1	ENSMUSG00000018379	24282.1.1	SRSF1	ENSG00000136450	serine and arginine rich splicing factor 1 [Source:HGNC Symbol;Acc:HGNC:10780]
24283	Srsf10	ENSMUSG00000028676	24283.1.1	SRSF10	ENSG00000188529	serine and arginine rich splicing factor 10 [Source:HGNC Symbol;Acc:HGNC:16713]
24284	Srsf11	ENSMUSG00000055436	24284.1.1	SRSF11	ENSG00000116754	serine and arginine rich splicing factor 11 [Source:HGNC Symbol;Acc:HGNC:10782]
24285	Srsf12	ENSMUSG00000054679	24285.1.1	SRSF12	ENSG00000154548	serine and arginine rich splicing factor 12 [Source:HGNC Symbol;Acc:HGNC:21220]
24286	Srsf2	ENSMUSG00000034120	24286.1.1	SRSF2	ENSG00000161547	serine and arginine rich splicing factor 2 [Source:HGNC Symbol;Acc:HGNC:10783]
24287	Srsf3	ENSMUSG00000071172	24287.1.1	SRSF3	ENSG00000112081	serine and arginine rich splicing factor 3 [Source:HGNC Symbol;Acc:HGNC:10785]
24288	Srsf4	ENSMUSG00000028911	24288.1.1	SRSF4	ENSG00000116350	serine and arginine rich splicing factor 4 [Source:HGNC Symbol;Acc:HGNC:10786]
24289	Srsf5	ENSMUSG00000021134	24289.1.1	SRSF5	ENSG00000100650	serine and arginine rich splicing factor 5 [Source:HGNC Symbol;Acc:HGNC:10787]
24290	Srsf6	ENSMUSG00000016921	24290.1.1	SRSF6	ENSG00000124193	serine and arginine rich splicing factor 6 [Source:HGNC Symbol;Acc:HGNC:10788]
24291	Srsf7	ENSMUSG00000024097	24291.1.1	SRSF7	ENSG00000115875	serine and arginine rich splicing factor 7 [Source:HGNC Symbol;Acc:HGNC:10789]
24292	Srsf9	ENSMUSG00000029538	24292.1.1	SRSF9	ENSG00000111786	serine and arginine rich splicing factor 9 [Source:HGNC Symbol;Acc:HGNC:10791]
24293	Srxn1	ENSMUSG00000032802	24293.1.1	SRXN1	ENSG00000271303	sulfiredoxin 1 [Source:HGNC Symbol;Acc:HGNC:16132]
24294	Sry	ENSMUSG00000069036	24294.1.1	SRY	ENSG00000184895	sex determining region Y [Source:HGNC Symbol;Acc:HGNC:11311]
24295	Ss18	ENSMUSG00000037013	24295.1.1	SS18	ENSG00000141380	SS18 subunit of BAF chromatin remodeling complex [Source:HGNC Symbol;Acc:HGNC:11340]
24296	Ss18l1	ENSMUSG00000039086	24296.1.1	SS18L1	ENSG00000184402	SS18L1 subunit of BAF chromatin remodeling complex [Source:HGNC Symbol;Acc:HGNC:15592]
24297	Ssb	ENSMUSG00000068882	24297.1.1	SSB	ENSG00000138385	small RNA binding exonuclease protection factor La [Source:HGNC Symbol;Acc:HGNC:11316]
24298	Ssbp1	ENSMUSG00000029911	24298.1.1	SSBP1	ENSG00000106028	single stranded DNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:11317]
24299	Ssbp2	ENSMUSG00000003992	24299.1.1	SSBP2	ENSG00000145687	single stranded DNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:15831]
24300	Ssbp3	ENSMUSG00000061887	24300.1.1	SSBP3	ENSG00000157216	single stranded DNA binding protein 3 [Source:HGNC Symbol;Acc:HGNC:15674]
24301	Ssbp4	ENSMUSG00000070003	24301.1.1	SSBP4	ENSG00000130511	single stranded DNA binding protein 4 [Source:HGNC Symbol;Acc:HGNC:15676]
24302	Ssc4d	ENSMUSG00000029699	24302.1.1	SSC4D	ENSG00000146700	scavenger receptor cysteine rich family member with 4 domains [Source:HGNC Symbol;Acc:HGNC:14461]
24303	Ssc5d	ENSMUSG00000035279	24303.1.1	SSC5D	ENSG00000179954	scavenger receptor cysteine rich family member with 5 domains [Source:HGNC Symbol;Acc:HGNC:26641]
24305	Ssh1	ENSMUSG00000042121	24305.1.1	SSH1	ENSG00000084112	slingshot protein phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:30579]
24306	Ssh2	ENSMUSG00000037926	24306.1.1	SSH2	ENSG00000141298	slingshot protein phosphatase 2 [Source:HGNC Symbol;Acc:HGNC:30580]
24307	Ssh3	ENSMUSG00000034616	24307.1.1	SSH3	ENSG00000172830	slingshot protein phosphatase 3 [Source:HGNC Symbol;Acc:HGNC:30581]
24308	Ssmem1	ENSMUSG00000029784	24308.1.1	SSMEM1	ENSG00000165120	serine rich single-pass membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:29580]
24309	Ssna1	ENSMUSG00000026966	24309.1.1	SSNA1	ENSG00000176101	SS nuclear autoantigen 1 [Source:HGNC Symbol;Acc:HGNC:11321]
24310	Sspn	ENSMUSG00000030255	24310.1.1	SSPN	ENSG00000123096	sarcospan [Source:HGNC Symbol;Acc:HGNC:11322]
24312	Ssr1	ENSMUSG00000021427	24312.1.1	SSR1	ENSG00000124783	signal sequence receptor subunit 1 [Source:HGNC Symbol;Acc:HGNC:11323]
24313	Ssr2	ENSMUSG00000041355	24313.1.1	SSR2	ENSG00000163479	signal sequence receptor subunit 2 [Source:HGNC Symbol;Acc:HGNC:11324]
24314	Ssr3	ENSMUSG00000027828	24314.1.1	SSR3	ENSG00000114850	signal sequence receptor subunit 3 [Source:HGNC Symbol;Acc:HGNC:11325]
24315	Ssr4	ENSMUSG00000002014	24315.1.1	SSR4	ENSG00000180879	signal sequence receptor subunit 4 [Source:HGNC Symbol;Acc:HGNC:11326]
24316	Ssrp1	ENSMUSG00000027067	24316.1.1	SSRP1	ENSG00000149136	structure specific recognition protein 1 [Source:HGNC Symbol;Acc:HGNC:11327]
24318	Sst	ENSMUSG00000004366	24318.1.1	SST	ENSG00000157005	somatostatin [Source:HGNC Symbol;Acc:HGNC:11329]
24319	Sstr1	ENSMUSG00000035431	24319.1.1	SSTR1	ENSG00000139874	somatostatin receptor 1 [Source:HGNC Symbol;Acc:HGNC:11330]
24320	Sstr2	ENSMUSG00000047904	24320.1.1	SSTR2	ENSG00000180616	somatostatin receptor 2 [Source:HGNC Symbol;Acc:HGNC:11331]
24321	Sstr3	ENSMUSG00000044933	24321.1.1	SSTR3	ENSG00000278195	somatostatin receptor 3 [Source:HGNC Symbol;Acc:HGNC:11332]
24324	Ssu2	ENSMUSG00000034387	24324.1.1	SSUH2	ENSG00000125046	ssu-2 homolog [Source:HGNC Symbol;Acc:HGNC:24809]
24325	Ssu72	ENSMUSG00000029038	24325.1.1	SSU72	ENSG00000160075	SSU72 homolog, RNA polymerase II CTD phosphatase [Source:HGNC Symbol;Acc:HGNC:25016]
24326	Ssx2ip	ENSMUSG00000036825	24326.1.1	SSX2IP	ENSG00000117155	SSX family member 2 interacting protein [Source:HGNC Symbol;Acc:HGNC:16509]
24338	St13	ENSMUSG00000022403	24338.1.1	ST13	ENSG00000100380	ST13 Hsp70 interacting protein [Source:HGNC Symbol;Acc:HGNC:11343]
24339	St14	ENSMUSG00000031995	24339.1.1	ST14	ENSG00000149418	ST14 transmembrane serine protease matriptase [Source:HGNC Symbol;Acc:HGNC:11344]
24340	St18	ENSMUSG00000033740	24340.1.1	ST18	ENSG00000147488	ST18 C2H2C-type zinc finger transcription factor [Source:HGNC Symbol;Acc:HGNC:18695]
24341	St3gal1	ENSMUSG00000013846	24341.1.1	ST3GAL1	ENSG00000008513	ST3 beta-galactoside alpha-2,3-sialyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:10862]
24342	St3gal2	ENSMUSG00000031749	24342.1.1	ST3GAL2	ENSG00000157350	ST3 beta-galactoside alpha-2,3-sialyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:10863]
24343	St3gal3	ENSMUSG00000028538	24343.1.1	ST3GAL3	ENSG00000126091	ST3 beta-galactoside alpha-2,3-sialyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:10866]
24344	St3gal4	ENSMUSG00000032038	24344.1.1	ST3GAL4	ENSG00000110080	ST3 beta-galactoside alpha-2,3-sialyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:10864]
24345	St3gal5	ENSMUSG00000056091	24345.1.1	ST3GAL5	ENSG00000115525	ST3 beta-galactoside alpha-2,3-sialyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:10872]
24346	St3gal6	ENSMUSG00000022747	24346.1.1	ST3GAL6	ENSG00000064225	ST3 beta-galactoside alpha-2,3-sialyltransferase 6 [Source:HGNC Symbol;Acc:HGNC:18080]
24348	St6gal1	ENSMUSG00000022885	24348.1.1	ST6GAL1	ENSG00000073849	ST6 beta-galactoside alpha-2,6-sialyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:10860]
24349	St6gal2	ENSMUSG00000024172	24349.1.1	ST6GAL2	ENSG00000144057	ST6 beta-galactoside alpha-2,6-sialyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:10861]
24350	St6galnac1	ENSMUSG00000009588	24350.1.1	ST6GALNAC1	ENSG00000070526	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:23614]
24352	St6galnac3	ENSMUSG00000052544	24352.1.1	ST6GALNAC3	ENSG00000184005	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:19343]
24353	St6galnac4	ENSMUSG00000079442	24353.1.1	ST6GALNAC4	ENSG00000136840	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:17846]
24354	St6galnac5	ENSMUSG00000039037	24354.1.1	ST6GALNAC5	ENSG00000117069	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:19342]
24355	St6galnac6	ENSMUSG00000026811	24355.1.1	ST6GALNAC6	ENSG00000160408	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 6 [Source:HGNC Symbol;Acc:HGNC:23364]
24356	St7	ENSMUSG00000029534	24356.1.1	ST7	ENSG00000004866	suppression of tumorigenicity 7 [Source:HGNC Symbol;Acc:HGNC:11351]
24357	St7l	ENSMUSG00000045576	24357.1.1	ST7L	ENSG00000007341	suppression of tumorigenicity 7 like [Source:HGNC Symbol;Acc:HGNC:18441]
24358	St8sia1	ENSMUSG00000030283	24358.1.1	ST8SIA1	ENSG00000111728	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:10869]
24359	St8sia2	ENSMUSG00000025789	24359.1.1	ST8SIA2	ENSG00000140557	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:10870]
24360	St8sia3	ENSMUSG00000056812	24360.1.1	ST8SIA3	ENSG00000177511	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:14269]
24362	St8sia4	ENSMUSG00000040710	24362.1.1	ST8SIA4	ENSG00000113532	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:10871]
24363	St8sia5	ENSMUSG00000025425	24363.1.1	ST8SIA5	ENSG00000101638	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:17827]
24364	St8sia6	ENSMUSG00000003418	24364.1.1	ST8SIA6	ENSG00000148488	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 6 [Source:HGNC Symbol;Acc:HGNC:23317]
24365	Stab1	ENSMUSG00000042286	24365.1.1	STAB1	ENSG00000010327	stabilin 1 [Source:HGNC Symbol;Acc:HGNC:18628]
24366	Stab2	ENSMUSG00000035459	24366.1.1	STAB2	ENSG00000136011	stabilin 2 [Source:HGNC Symbol;Acc:HGNC:18629]
24367	Stac	ENSMUSG00000032502	24367.1.1	STAC	ENSG00000144681	SH3 and cysteine rich domain [Source:HGNC Symbol;Acc:HGNC:11353]
24368	Stac2	ENSMUSG00000017400	24368.1.1	STAC2	ENSG00000141750	SH3 and cysteine rich domain 2 [Source:HGNC Symbol;Acc:HGNC:23990]
24369	Stac3	ENSMUSG00000040287	24369.1.1	STAC3	ENSG00000185482	SH3 and cysteine rich domain 3 [Source:HGNC Symbol;Acc:HGNC:28423]
24370	Stag1	ENSMUSG00000037286	24370.1.1	STAG1	ENSG00000118007	STAG1 cohesin complex component [Source:HGNC Symbol;Acc:HGNC:11354]
24371	Stag2	ENSMUSG00000025862	24371.1.1	STAG2	ENSG00000101972	STAG2 cohesin complex component [Source:HGNC Symbol;Acc:HGNC:11355]
24372	Stag3	ENSMUSG00000036928	24372.1.1	STAG3	ENSG00000066923	STAG3 cohesin complex component [Source:HGNC Symbol;Acc:HGNC:11356]
24373	Stam	ENSMUSG00000026718	24373.1.1	STAM	ENSG00000136738	signal transducing adaptor molecule [Source:HGNC Symbol;Acc:HGNC:11357]
24374	Stam2	ENSMUSG00000055371	24374.1.1	STAM2	ENSG00000115145	signal transducing adaptor molecule 2 [Source:HGNC Symbol;Acc:HGNC:11358]
24375	Stambp	ENSMUSG00000006906	24375.1.1	STAMBP	ENSG00000124356	STAM binding protein [Source:HGNC Symbol;Acc:HGNC:16950]
24377	Stambpl1	ENSMUSG00000024776	24377.1.1	STAMBPL1	ENSG00000138134	STAM binding protein like 1 [Source:HGNC Symbol;Acc:HGNC:24105]
24379	Stap1	ENSMUSG00000029254	24379.1.1	STAP1	ENSG00000035720	signal transducing adaptor family member 1 [Source:HGNC Symbol;Acc:HGNC:24133]
24380	Stap2	ENSMUSG00000038781	24380.1.1	STAP2	ENSG00000178078	signal transducing adaptor family member 2 [Source:HGNC Symbol;Acc:HGNC:30430]
24381	Star	ENSMUSG00000031574	24381.1.1	STAR	ENSG00000147465	steroidogenic acute regulatory protein [Source:HGNC Symbol;Acc:HGNC:11359]
24382	Stard10	ENSMUSG00000030688	24382.1.1	STARD10	ENSG00000214530	StAR related lipid transfer domain containing 10 [Source:HGNC Symbol;Acc:HGNC:10666]
24383	Stard13	ENSMUSG00000016128	24383.1.1	STARD13	ENSG00000133121	StAR related lipid transfer domain containing 13 [Source:HGNC Symbol;Acc:HGNC:19164]
24384	Stard3	ENSMUSG00000018167	24384.1.1	STARD3	ENSG00000131748	StAR related lipid transfer domain containing 3 [Source:HGNC Symbol;Acc:HGNC:17579]
24385	Stard3nl	ENSMUSG00000003062	24385.1.1	STARD3NL	ENSG00000010270	STARD3 N-terminal like [Source:HGNC Symbol;Acc:HGNC:19169]
24386	Stard4	ENSMUSG00000024378	24386.1.1	STARD4	ENSG00000164211	StAR related lipid transfer domain containing 4 [Source:HGNC Symbol;Acc:HGNC:18058]
24387	Stard5	ENSMUSG00000046027	24387.1.1	STARD5	ENSG00000172345	StAR related lipid transfer domain containing 5 [Source:HGNC Symbol;Acc:HGNC:18065]
24388	Stard6	ENSMUSG00000079608	24388.1.1	STARD6	ENSG00000174448	StAR related lipid transfer domain containing 6 [Source:HGNC Symbol;Acc:HGNC:18066]
24389	Stard7	ENSMUSG00000027367	24389.1.1	STARD7	ENSG00000084090	StAR related lipid transfer domain containing 7 [Source:HGNC Symbol;Acc:HGNC:18063]
24390	Stard8	ENSMUSG00000031216	24390.1.1	STARD8	ENSG00000130052	StAR related lipid transfer domain containing 8 [Source:HGNC Symbol;Acc:HGNC:19161]
24392	Stat1	ENSMUSG00000026104	24392.1.1	STAT1	ENSG00000115415	signal transducer and activator of transcription 1 [Source:HGNC Symbol;Acc:HGNC:11362]
24393	Stat2	ENSMUSG00000040033	24393.1.1	STAT2	ENSG00000170581	signal transducer and activator of transcription 2 [Source:HGNC Symbol;Acc:HGNC:11363]
24394	Stat3	ENSMUSG00000004040	24394.1.1	STAT3	ENSG00000168610	signal transducer and activator of transcription 3 [Source:HGNC Symbol;Acc:HGNC:11364]
24395	Stat4	ENSMUSG00000062939	24395.1.1	STAT4	ENSG00000138378	signal transducer and activator of transcription 4 [Source:HGNC Symbol;Acc:HGNC:11365]
24396	Stat5a	ENSMUSG00000004043	24396.1.1	STAT5A	ENSG00000126561	signal transducer and activator of transcription 5A [Source:HGNC Symbol;Acc:HGNC:11366]
24397	Stat5b	ENSMUSG00000020919	24397.1.1	STAT5B	ENSG00000173757	signal transducer and activator of transcription 5B [Source:HGNC Symbol;Acc:HGNC:11367]
24398	Stat6	ENSMUSG00000002147	24398.1.1	STAT6	ENSG00000166888	signal transducer and activator of transcription 6 [Source:HGNC Symbol;Acc:HGNC:11368]
24399	Stau1	ENSMUSG00000039536	24399.1.1	STAU1	ENSG00000124214	staufen double-stranded RNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:11370]
24400	Stau2	ENSMUSG00000025920	24400.1.1	STAU2	ENSG00000040341	staufen double-stranded RNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:11371]
24401	Stbd1	ENSMUSG00000047963	24401.1.1	STBD1	ENSG00000118804	starch binding domain 1 [Source:HGNC Symbol;Acc:HGNC:24854]
24402	Stc1	ENSMUSG00000014813	24402.1.1	STC1	ENSG00000159167	stanniocalcin 1 [Source:HGNC Symbol;Acc:HGNC:11373]
24403	Stc2	ENSMUSG00000020303	24403.1.1	STC2	ENSG00000113739	stanniocalcin 2 [Source:HGNC Symbol;Acc:HGNC:11374]
24405	Steap2	ENSMUSG00000015653	24405.1.1	STEAP2	ENSG00000157214	STEAP2 metalloreductase [Source:HGNC Symbol;Acc:HGNC:17885]
24406	Steap3	ENSMUSG00000026389	24406.1.1	STEAP3	ENSG00000115107	STEAP3 metalloreductase [Source:HGNC Symbol;Acc:HGNC:24592]
24407	Steap4	ENSMUSG00000012428	24407.1.1	STEAP4	ENSG00000127954	STEAP4 metalloreductase [Source:HGNC Symbol;Acc:HGNC:21923]
24412	Stil	ENSMUSG00000028718	24412.1.1	STIL	ENSG00000123473	STIL centriolar assembly protein [Source:HGNC Symbol;Acc:HGNC:10879]
24413	Stim1	ENSMUSG00000030987	24413.1.1	STIM1	ENSG00000167323	stromal interaction molecule 1 [Source:HGNC Symbol;Acc:HGNC:11386]
24414	Stim2	ENSMUSG00000039156	24414.1.1	STIM2	ENSG00000109689	stromal interaction molecule 2 [Source:HGNC Symbol;Acc:HGNC:19205]
24415	Stip1	ENSMUSG00000024966	24415.1.1	STIP1	ENSG00000168439	stress induced phosphoprotein 1 [Source:HGNC Symbol;Acc:HGNC:11387]
24416	Stk10	ENSMUSG00000020272	24416.1.1	STK10	ENSG00000072786	serine/threonine kinase 10 [Source:HGNC Symbol;Acc:HGNC:11388]
24417	Stk11	ENSMUSG00000003068	24417.1.1	STK11	ENSG00000118046	serine/threonine kinase 11 [Source:HGNC Symbol;Acc:HGNC:11389]
24418	Stk11ip	ENSMUSG00000026213	24418.1.1	STK11IP	ENSG00000144589	serine/threonine kinase 11 interacting protein [Source:HGNC Symbol;Acc:HGNC:19184]
24419	Stk16	ENSMUSG00000026201	24419.1.1	STK16	ENSG00000115661	serine/threonine kinase 16 [Source:HGNC Symbol;Acc:HGNC:11394]
24420	Stk17b	ENSMUSG00000026094	24420.1.1	STK17B	ENSG00000081320	serine/threonine kinase 17b [Source:HGNC Symbol;Acc:HGNC:11396]
24421	Stk19	ENSMUSG00000061207	24421.1.1	STK19	ENSG00000204344	serine/threonine kinase 19 [Source:HGNC Symbol;Acc:HGNC:11398]
24423	Stk24	ENSMUSG00000063410	24423.1.1	STK24	ENSG00000102572	serine/threonine kinase 24 [Source:HGNC Symbol;Acc:HGNC:11403]
24424	Stk25	ENSMUSG00000026277	24424.1.1	STK25	ENSG00000115694	serine/threonine kinase 25 [Source:HGNC Symbol;Acc:HGNC:11404]
24425	Stk26	ENSMUSG00000031112	24425.1.1	STK26	ENSG00000134602	serine/threonine kinase 26 [Source:HGNC Symbol;Acc:HGNC:18174]
24426	Stk3	ENSMUSG00000022329	24426.1.1	STK3	ENSG00000104375	serine/threonine kinase 3 [Source:HGNC Symbol;Acc:HGNC:11406]
24427	Stk31	ENSMUSG00000023403	24427.1.1	STK31	ENSG00000196335	serine/threonine kinase 31 [Source:HGNC Symbol;Acc:HGNC:11407]
24428	Stk32a	ENSMUSG00000039954	24428.1.1	STK32A	ENSG00000169302	serine/threonine kinase 32A [Source:HGNC Symbol;Acc:HGNC:28317]
24429	Stk32b	ENSMUSG00000029123	24429.1.1	STK32B	ENSG00000152953	serine/threonine kinase 32B [Source:HGNC Symbol;Acc:HGNC:14217]
24430	Stk32c	ENSMUSG00000015981	24430.1.1	STK32C	ENSG00000165752	serine/threonine kinase 32C [Source:HGNC Symbol;Acc:HGNC:21332]
24431	Stk33	ENSMUSG00000031027	24431.1.1	STK33	ENSG00000130413	serine/threonine kinase 33 [Source:HGNC Symbol;Acc:HGNC:14568]
24432	Stk35	ENSMUSG00000037885	24432.1.1	STK35	ENSG00000125834	serine/threonine kinase 35 [Source:HGNC Symbol;Acc:HGNC:16254]
24433	Stk36	ENSMUSG00000033276	24433.1.1	STK36	ENSG00000163482	serine/threonine kinase 36 [Source:HGNC Symbol;Acc:HGNC:17209]
24434	Stk38	ENSMUSG00000024006	24434.1.1	STK38	ENSG00000112079	serine/threonine kinase 38 [Source:HGNC Symbol;Acc:HGNC:17847]
24435	Stk38l	ENSMUSG00000001630	24435.1.1	STK38L	ENSG00000211455	serine/threonine kinase 38 like [Source:HGNC Symbol;Acc:HGNC:17848]
24436	Stk39	ENSMUSG00000027030	24436.1.1	STK39	ENSG00000198648	serine/threonine kinase 39 [Source:HGNC Symbol;Acc:HGNC:17717]
24437	Stk4	ENSMUSG00000018209	24437.1.1	STK4	ENSG00000101109	serine/threonine kinase 4 [Source:HGNC Symbol;Acc:HGNC:11408]
24438	Stk40	ENSMUSG00000042608	24438.1.1	STK40	ENSG00000196182	serine/threonine kinase 40 [Source:HGNC Symbol;Acc:HGNC:21373]
24439	Stkld1	ENSMUSG00000049897	24439.1.1	STKLD1	ENSG00000198870	serine/threonine kinase like domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28669]
24440	Stmn1	ENSMUSG00000028832	24440.1.1	STMN1	ENSG00000117632	stathmin 1 [Source:HGNC Symbol;Acc:HGNC:6510]
